SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Sr,Y,Rb,Ba,Hf,Nb,Ta,Th,Crustal_Thickness
61.31,0.91,18.13,4.82,0.14,1.39,3.44,5.56,3.81,0.49,40.3,79.9,7.13,27,5.9,1.76,5.2,0.8,4.4,0.9,2.6,0.42,2.9,0.44,487,25,77,631,9.7,48,4.4,16,35.55
67.99,0.64,16.11,3.61,0.07,0.87,2.16,6,2.38,0.17,25.64,48.4,5.44,21.33,4.64,1.24,4.28,0.72,4.6,0.96,2.82,0.43,2.83,0.43,48.6,6.66,2.84,2.83,13.26,713,26.89,0.46,35.56
67.87,0.6,15.59,3.47,0.06,1.31,2.86,4.23,3.85,0.16,26.28,50.25,5.61,21.51,4.76,0.98,4.29,0.73,4.47,0.91,2.68,0.4,2.63,0.42,305,25.98,97.3,646,6.66,11.29,0.95,11.05,35.6
59.87,1.11,17.24,6.38,0.12,2.7,5.21,4.8,2.2,0.37,27.77,55.27,6.56,26.91,6.21,1.55,5.83,0.94,5.78,1.14,3.17,0.46,2.93,0.47,522,31.45,42.3,570,6.54,14.3,0.96,5.31,35.6
64.27,0.79,17.41,4.06,0.1,0.44,1.78,5.97,5,0.18,33.8,60.7,6.52,24,4.62,1.46,4.12,0.7,4.23,0.87,2.73,0.452,3.11,0.471,250,26.9,147,749,11.7,60.3,5.22,20.5,35.67
62.84,0.91,17.25,4.77,0.15,1.09,2.42,6,4.21,0.35,51,96.9,10.9,40.9,7.72,2.28,6.59,0.99,5.81,1.1,3.21,0.49,3.25,0.51,336,32,86.6,907,8.83,47.6,3.34,9.96,35.7
62.92,0.98,17.41,4.86,0.16,1,2.39,5.85,4.04,0.37,58.1,112,10.7,38,8.2,2.38,7.3,1.1,6.2,1.2,3.4,0.52,3.4,0.51,367,35,82,954,9,48,3.6,10.3,35.7
63.55,0.72,18.45,3.26,0.09,0.76,2.98,5.93,4.08,0.16,28.7,51,5.47,20,3.68,1.53,3.41,0.59,3.37,0.66,2.12,0.353,2.44,0.365,482,22.4,122,698,10,47.1,4.15,17.7,35.73
62.55,0.71,18.04,4.91,0.17,1.04,2.69,5.87,3.58,0.43,56.5,106,9.88,33.8,6.7,2.07,5.7,0.9,4.8,1,2.9,0.45,2.8,0.42,502,26,85,1065,9,47,3.6,9.9,35.74
63.7,0.91,16.75,4.52,0.15,1,2.35,6.05,4.23,0.33,49.4,96.3,10.9,42,8.1,2.28,7.1,1.1,6.2,1.2,3.5,0.52,3.6,0.61,340,33,90,942,8.8,60,4,10.9,35.75
64.79,0.59,17.4,3.75,0.13,0.54,1.63,5.88,5.1,0.19,49.7,92.3,8.3,30.9,6.9,1.64,6,0.9,5.5,1.1,3.5,0.56,3.9,0.64,167,34,127,872,12.5,58,4.9,17.4,35.75
57.63,1.59,17.25,7.16,0.15,1.61,3.49,5.8,4.63,0.7,59.7,112,12.6,48.9,9.36,2.2,8.75,1.42,7.97,1.54,4.6,0.713,4.69,0.674,380,48,157,678,15.4,86.6,7.04,27.1,35.75
57.21,1.62,17.63,6.94,0.16,1.62,3.66,6.03,4.35,0.77,61.9,122,14,54.2,10.8,2.33,10.1,1.5,8.9,1.7,5,0.77,5.2,0.89,401,47,230,670,15.6,119,7.1,27.2,35.75
63.06,0.74,18.67,3.4,0.09,0.83,3.01,5.93,4.09,0.16,26.2,46.5,5.02,18.7,3.47,1.5,3.24,0.56,3.25,0.64,2.03,0.329,2.3,0.359,489,19.4,103,698,9.9,44.2,4,17.5,35.75
63.33,0.8,16.81,4.48,0.14,1.03,2.64,6.07,4.41,0.29,49.4153,93.2578,10.6747,38.89,7.12405,1.91776,6.77307,1.05123,5.90421,1.11862,3.2824,0.532836,3.30989,0.504189,277.565,32.5417,88.3303,946.953,9.16906,50.9222,3.11915,10.163,35.76
57.77,0.91,17.71,6,0.1,4.49,6.38,3.79,2.43,0.42,35.43,69.13,8.19,30.45,5.29,1.36,4.11,0.55,3.03,0.59,1.63,0.24,1.54,0.24,809.1,19.6,56.9,1271,4.44,8.7,0.54,7.3,35.77
62.79,0.91,17.35,4.72,0.15,1.07,2.41,6.02,4.23,0.35,49.6,96.1,10.8,40.1,7.68,2.17,6.26,0.97,5.56,1.07,3.02,0.47,3.23,0.5,331,31.6,87.6,901,8.64,48.2,3.3,9.98,35.77
63.64,0.67,18.45,3.38,0.09,0.74,2.19,5.87,4.69,0.27,39.4,74.7,8.34,29.8,5.68,1.42,4.71,0.78,4.55,0.89,2.68,0.44,3.13,0.51,310,26.8,150,604,12.2,53.9,4.59,21.8,35.79
62.91,0.74,17.71,3.81,0.11,1.06,3.38,5.41,4.61,0.26,37.5,72.5,7.86,27.4,5.25,1.34,4.52,0.72,4.26,0.83,2.46,0.4,2.92,0.47,316,24.9,143,603,11.2,49.2,4.18,20.1,35.79
64.67,0.72,17.2,3.61,0.1,0.94,2.6,5.64,4.28,0.24,37.7,68.5,7.47,27.2,5.04,1.28,4.42,0.73,4.34,0.84,2.61,0.428,2.9,0.451,361,25.7,116,607,10.6,44.1,4.39,19.5,35.8
60.93,0.95,18.13,4.79,0.14,1.14,2.75,6.01,4.74,0.42,47.5,89.6,8.09,29.6,6.3,1.67,5.9,0.9,4.7,0.9,3,0.49,3.5,0.57,358,30,133,674,13.9,74,6,20.2,35.8
57.83,1.04,18.19,5.97,0.11,4.28,6.7,4.32,1.32,0.23,12.7,26.9,3.47,14,3.23,1.14,3.31,0.56,3.34,0.67,1.87,0.27,1.84,0.28,443,20.6,21.2,280,3.31,7.84,0.46,2.46,35.81
63.73,0.78,17.36,4.1,0.12,1.08,2.84,5.61,4.08,0.29,38.5,70.9,7.66,28.5,5.3,1.4,4.86,0.75,4.47,0.87,2.73,0.437,2.97,0.439,394,28.1,128,614,10.9,48.1,4.66,19.5,35.83
64.22,0.75,17.6,4.12,0.14,0.57,1.85,5.86,4.66,0.23,52.3,96,10.5,37.5,6.84,1.68,5.74,0.88,5.1,0.98,2.86,0.46,3.08,0.5,264,29.4,100,783,9.71,46.6,3.67,11.8,35.84
60.83,1.29,17.63,5.18,0.13,1.42,3.23,5.88,3.99,0.42,33.2,72.3,7.85,31.7,6.39,2.13,5.76,0.86,4.78,0.87,2.52,0.382,2.51,0.376,423,25.6,93,768,10.8,53.6,4.23,15.8,35.84
65.14,0.67,17,3.55,0.1,0.86,2.35,5.56,4.52,0.24,39.1,71.5,7.62,27,5.07,1.3,4.61,0.75,4.42,0.86,2.73,0.444,3,0.459,327,27,140,585,11.6,50.5,4.87,21.4,35.84
65.51,0.62,17.16,3.1,0.1,0.58,1.82,5.91,5.05,0.15,37.4,68.8,7.32,26.7,4.87,1.27,4.59,0.76,4.48,0.91,2.88,0.481,3.23,0.468,228,29.4,160,624,12.8,57.2,5.28,23.8,35.84
65.42,0.62,17.41,3.05,0.09,0.61,1.96,5.68,4.98,0.17,35.9,70.4,7.85,28.8,5.7,1.31,4.8,0.8,4.6,0.9,2.9,0.47,3.4,0.57,261,26,169,599,12.8,73,5.2,25.4,35.84
64.6,0.68,17.87,3.26,0.09,0.69,2.22,5.94,4.59,0.07,19,32.2,3.31,12.3,2.41,1.24,2.35,0.44,2.73,0.57,1.92,0.342,2.45,0.372,345,18.6,134,652,11.1,50.6,4.68,19.4,35.84
62.33,0.71,17.72,5.33,0.15,1.17,2.82,5.58,3.71,0.48,46.4,85.9,7.81,28.1,5.8,1.77,4.9,0.7,4,0.8,2.4,0.38,2.6,0.4,572,22,83,1015,9,48,3.9,10.7,35.85
59.67,1.29,17.88,5.5,0.15,1.58,3.53,5.72,4.21,0.47,43.7,90.4,10.5,39.3,8.06,2.22,6.86,1.08,6.23,1.14,3.32,0.49,3.46,0.55,392,31.6,91,688,11.1,53.8,4.1,16.1,35.87
63.61,0.72,17.71,3.76,0.11,1.01,2.66,5.55,4.61,0.27,41.8821,79.1653,8.85051,31.0829,5.62928,1.34642,5.2575,0.813183,4.60486,0.901277,2.71908,0.450274,2.94091,0.459833,364.653,26.6913,140.111,605.381,10.3494,59.4587,4.06313,20.2257,35.87
58.84,1.24,17.38,6.49,0.13,2.29,4.97,5.13,3.08,0.45,30.7,59.1,6.88,27,5.24,1.74,5,0.81,4.35,0.84,2.49,0.389,2.54,0.363,599,24.7,83,576,8.3,37.4,3.51,13.7,35.87
63.55,0.73,17.57,3.99,0.12,1.06,2.67,5.48,4.55,0.27,36.7,71.1,7.81,27.3,5.22,1.3,4.4,0.71,4.12,0.82,2.5,0.41,2.95,0.47,344,24.2,142,527,11.9,53,4.55,21,35.9
62.19,0.8,18.25,4.15,0.1,0.97,2.92,5.95,4.4,0.27,41.7275,72.8004,8.21136,30.4501,5.79682,1.63269,5.16444,0.840299,5.0303,1.05301,3.04692,0.493448,3.27688,0.527942,431.647,27.5469,123.027,642.633,12.983,56.1669,4.17754,22.1812,35.91
63.28,0.68,17.77,3.84,0.1,0.87,2.34,6,4.92,0.18,37.2203,68.8055,7.47126,27.5339,5.29497,1.30966,4.64403,0.764614,4.72176,0.9871,3.01959,0.485777,3.3713,0.525611,284.277,26.2126,136.212,623.835,13.7669,58.0018,4.13299,23.6088,36.04
62.74,0.73,18,4.01,0.1,0.85,2.51,5.94,4.83,0.29,39.9321,75.0322,8.12752,30.0264,5.78881,1.33365,4.89004,0.823383,5.12198,1.04179,3.11185,0.49287,3.46942,0.528627,315.727,26.8469,117.516,619.47,14.1579,59.4247,4.34209,24.2279,36.04
72.41,0.28,15.03,1.73,0.06,0.67,2.11,4.44,3.2,0.08,29.3,52.9,5.2,17.2,2.71,0.62,2.21,0.41,2.13,0.45,1.41,0.22,1.42,0.22,229,14.1,93,745,4,12.6,1,14.5,36.04
72.62,0.27,14.89,1.71,0.06,0.66,2.14,4.23,3.35,0.08,28.2,50.6,4.9,15.2,2.58,0.59,2.21,0.37,2.16,0.41,1.3,0.22,1.51,0.23,221,13.9,107,702,3.6,11.5,1,14.2,36.04
63.32,0.85,17.13,4.65,0.15,0.96,2.19,6.05,4.4,0.31,49.8,96.5,10.8,39.4,7.45,2.08,6.25,0.98,5.65,1.08,3.06,0.46,3.24,0.51,277,31.6,91.6,898,9.34,49,3.49,10.4,36.08
59.27,1.38,17.04,6.38,0.14,2,4.28,5.09,3.79,0.62,44.5,87.4,9.94,37.7,7.37,1.94,6.3,0.95,5.32,1,2.75,0.42,2.8,0.44,536,28.5,92.3,644,7.9,44.8,3.54,12,36.08
56.75,1.65,17.01,7.42,0.16,2.36,5.22,5.11,3.48,0.83,45.5,91.6,10.5,41.1,8.27,2.2,7.08,1.06,5.98,1.12,3.11,0.46,3.09,0.47,533,31.9,78.2,576,7.76,47.2,3.81,10.9,36.08
69.98,0.48,14.83,2.86,0.07,0.99,2.67,4.12,3.87,0.12,27.06,53.21,6.01,22.7,4.12,0.76,3.83,0.59,3.61,0.78,2.47,0.34,2.57,0.4,200.08,21.55,140.8,543.71,5.67,9,0.92,19.17,36.16
69.55,0.51,14.8,3.02,0.07,1.1,2.88,4.17,3.77,0.13,26.55,52.95,5.97,23.27,4.44,0.8,3.51,0.61,3.85,0.77,2.31,0.37,2.59,0.39,202.44,21.93,139.58,526.64,5.54,9.02,0.89,18.7,36.16
68.69,0.55,14.9,3.31,0.09,1.2,3.5,3.89,3.75,0.13,25.64,50.02,5.75,22.3,3.99,0.79,3.64,0.56,3.74,0.75,2.34,0.39,2.66,0.38,196.59,21.3,131.67,495.46,5.69,8.4,0.8,17.27,36.16
58.18,1.37,18.02,5.79,0.16,1.85,4.22,5.94,3.85,0.62,41.5,81.9,9.56,37.4,7.5,2.34,6.5,1,5.3,1,2.9,0.43,2.9,0.48,608,28,82,906,7.9,57,3.8,8.6,36.17
59.41,1.08,18.31,7.11,0.18,2.48,4.61,3.02,3.28,0.52,41.2,81.8,8,28.8,6.4,2.3,5.4,0.8,4.3,0.8,2,0.27,1.6,0.23,643,21,33,506,6.7,53,3,4.4,36.2
64.45,0.66,17.7,3.21,0.1,0.58,2,5.81,5.31,0.18,37.2,72.5,7.98,29,5.6,1.3,5,0.8,4.8,1,3,0.48,3.5,0.62,261,28,161,625,13.2,73,5.3,25.8,36.22
58.97,1.32,18.22,5.57,0.14,1.83,4.19,5.39,3.8,0.57,43.8,91.3,8.9,32.1,7.3,2.27,6.5,1,5.2,1,3,0.44,2.8,0.43,502,27,89,706,10.6,53,4,15.3,36.24
57.48,1.53,15.51,10.03,0.2,2.86,6.09,4.25,1.38,0.67,23.7,56.5,7.89,34.4,7.74,2.47,8.48,1.36,7.87,1.58,4.54,0.69,4.33,0.61,381,48.4,35,449,4.9,5.9,0.36,4.33,36.8
70.62,0.38,15.21,2.5,0.05,1.02,3.17,3.85,3.11,0.09,30.8,48.9,5.07,20,3.4,0.75,3.29,0.55,3.27,0.69,1.84,0.36,2.11,0.35,225,21.7,116,483,4.7,10.6,1.1,18.3,36.8
70.51,0.38,15.34,2.46,0.05,1.03,3.2,3.84,3.1,0.09,29.5,46.5,4.9,20.1,3.3,0.78,3.36,0.55,3.2,0.67,1.8,0.33,2.28,0.35,213,21.4,114,486,4.3,10.4,1.1,16.4,36.8
69.9,0.43,15.26,2.57,0.05,1.26,3.64,3.73,3.05,0.11,30.2,49.2,4.88,19.9,3.5,0.88,3.67,0.52,3.22,0.67,1.97,0.3,2.09,0.33,230,20.6,94,456,4,11.1,1,14.3,36.8
71.1,0.39,13.98,2.62,0.05,1.28,3.44,3.92,3.11,0.11,30.1,48.5,4.92,20,3.5,0.82,3.45,0.54,3.07,0.68,1.82,0.31,1.95,0.31,233,20.9,97,460,4.3,11.6,1.1,16.3,36.8
68.85,0.47,15.71,2.92,0.06,1.47,4.04,3.68,2.74,0.06,27.9,48.6,4.79,19.7,3.8,0.86,3.42,0.53,3.21,0.64,1.97,0.28,2.03,0.32,257,20.4,85,448,4.1,10.7,0.9,12.7,36.8
69.12,0.44,15.24,2.89,0.06,1.5,4.07,3.67,2.92,0.09,29.5,50.7,5.15,21.6,3.8,0.9,3.89,0.59,3.19,0.73,2.15,0.33,2.22,0.34,254,22.2,99,442,4,11.1,1.1,14.3,36.8
68.92,0.49,15.32,3.31,0.07,1.58,4.42,3.83,1.93,0.13,23.4,40.8,4.18,18,3.5,0.88,3.4,0.53,3.15,0.64,1.65,0.27,1.86,0.27,273,19.9,89,416,4.5,9.3,0.8,11.5,36.8
69.61,0.43,14.38,3.06,0.06,1.65,4.05,3.74,2.94,0.08,28.4,47.5,5.03,20.9,4.1,0.9,3.65,0.56,3.66,0.73,1.88,0.35,2.23,0.33,264,22.4,89,435,4,11,1.1,14.6,36.8
67.04,0.51,15.76,3.89,0.06,1.74,4.69,3.89,2.27,0.15,24.8,45.6,5.08,20.5,3.8,0.83,3.54,0.55,3.17,0.66,1.86,0.31,1.93,0.29,265,21.1,81,453,4.2,11.1,0.8,11.9,36.8
67.92,0.5,16.09,3.25,0.06,1.75,4.29,3.79,2.22,0.13,26.9,45.3,4.93,20.4,3.9,1,3.83,0.64,3.85,0.77,2.09,0.34,2.26,0.33,269,23.4,98,413,4.1,10.1,0.9,12.7,36.8
68.44,0.49,15.74,3.17,0.06,1.75,4.23,3.58,2.4,0.14,27.5,49,4.95,20.9,3.6,0.96,3.81,0.55,3.42,0.72,2.13,0.3,2.22,0.32,250,21.7,86,425,4.1,10.6,0.9,12,36.8
67.49,0.48,15.89,3.41,0.06,1.77,4.47,3.96,2.34,0.13,25,46.2,5.26,21.4,4,0.86,3.74,0.61,3.63,0.71,2.06,0.31,2.01,0.3,258,22.2,84,430,4.2,10.4,0.9,12.2,36.8
69.1,0.48,14.79,3.4,0.06,1.77,4.33,3.8,2.16,0.11,27.6,47,5,20.9,4.6,0.87,3.91,0.61,3.47,0.75,1.94,0.33,2,0.31,262,22.1,93,420,4.2,9.3,0.9,12.5,36.8
67.49,0.48,15.81,3.51,0.06,1.82,4.47,3.82,2.42,0.12,25,45.3,5.08,20.7,3.9,0.81,3.74,0.61,3.44,0.67,1.97,0.29,1.99,0.31,256,22.8,83,427,4.4,10.5,0.9,12.2,36.8
66.96,0.54,16.1,3.7,0.06,1.88,4.41,3.9,2.3,0.14,21.3,41,4.49,17.9,3.4,0.81,3,0.5,3.07,0.62,1.77,0.29,1.97,0.32,265,20.1,81,540,4.4,10.8,0.9,11.3,36.8
67.54,0.5,16.14,3.29,0.06,1.91,4.52,3.82,2.08,0.14,26.2,42.8,4.61,20.2,3.7,0.84,3.43,0.58,3.42,0.68,1.98,0.33,2.21,0.31,256,22.1,90,409,4.1,9,0.9,10.6,36.8
66.67,0.55,16.42,3.59,0.06,2.04,4.62,3.73,2.14,0.17,27.4,46,5.07,22.4,4.5,1.02,3.74,0.66,3.98,0.77,2.03,0.35,2.4,0.34,280,24.5,89,423,4.5,10.8,0.9,12.7,36.8
66.54,0.56,16.36,3.63,0.06,2.05,4.67,3.74,2.22,0.16,26.7,44.4,4.89,20.9,4.2,0.96,3.97,0.6,3.93,0.78,2.02,0.34,2.32,0.33,269,23.5,86,430,4.2,10.6,0.8,11.1,36.8
67.83,0.52,15.2,3.63,0.06,2.1,4.81,3.89,1.82,0.13,23.7,41.4,4.62,19.2,3.7,0.82,3.28,0.54,3.43,0.65,1.93,0.29,1.93,0.29,265,20.2,56,371,4.6,9.3,0.6,8.5,36.8
65.47,0.58,16.22,3.94,0.06,2.15,4.91,4.21,2.31,0.15,29.7,57.3,6.06,23.1,4.6,1.21,4.09,0.71,3.78,0.71,2.34,0.31,2.18,0.36,323,21.2,72,469,4.5,10.8,1.1,11.7,36.8
66.71,0.52,16.23,3.57,0.06,2.23,4.87,3.68,1.97,0.16,26.3,43.3,4.77,20.5,4.2,1,3.76,0.59,3.7,0.75,1.97,0.35,2.21,0.32,280,23.2,81,388,4.1,9.4,0.8,10.5,36.8
65.88,0.56,16.22,3.98,0.07,2.42,5.04,3.83,1.85,0.15,23,40.2,4.74,18.7,3.8,0.91,3.39,0.57,3.38,0.69,1.99,0.31,1.93,0.32,284,20.9,58,389,4.7,10.3,0.7,8.9,36.8
65.95,0.68,16.15,4.46,0.07,2.43,3.74,3.81,2.56,0.15,28.4,51.1,5.64,21.2,4.5,1.11,3.95,0.6,3.31,0.76,2.34,0.34,2.31,0.35,248,22,87,522,5.5,12.8,1.4,13.2,36.8
65.29,0.56,16.22,4.06,0.07,2.46,5.47,3.9,1.82,0.15,25.6,45.5,5.12,20.1,3.9,0.91,3.74,0.62,3.56,0.72,2.03,0.31,2.03,0.31,300,22.4,57,391,4.7,10.2,0.6,8.7,36.8
66.95,0.58,15.26,3.72,0.07,2.5,4.51,3.64,2.53,0.25,23.8,44.2,4.58,17.2,3.6,1.02,3.22,0.52,3.21,0.64,1.98,0.26,2.15,0.25,313,16.8,74,863,3.9,10.2,1.2,12.8,36.8
66.86,0.61,15.55,3.78,0.06,2.67,4,3.42,2.91,0.14,25,40,4.34,18,3.4,0.85,3.4,0.54,3.17,0.64,1.71,0.31,2.03,0.27,245,19.3,99,527,4.4,11.1,1,14.2,36.8
62.75,0.85,17.5,4.61,0.07,2.8,5.84,3.65,1.76,0.17,25.3,44.9,4.68,21,3.7,1.16,3.52,0.56,3.37,0.66,2.06,0.31,2.04,0.32,342,20,60,389,4.1,11.6,0.8,9.7,36.8
59.57,0.82,17.64,5.22,0.09,3.92,7.6,3.29,1.53,0.32,27.5,44,4.92,21.1,4.5,1.16,4.15,0.6,3.58,0.73,1.89,0.32,1.84,0.29,438,21.4,49,357,3.8,9.9,0.6,7.3,36.8
55.43,1.18,18.26,6.96,0.11,4.58,7.74,3.95,1.36,0.43,28.8,51.6,5.96,24.3,4.7,1.36,4.91,0.73,4.34,0.88,2.32,0.39,2.3,0.35,476,25.8,25,398,4.9,17.2,1,3.5,36.8
55.52,1.15,17.91,6.96,0.12,4.63,7.75,4.02,1.48,0.46,34.8,62.2,6.98,28.2,5.2,1.43,4.49,0.78,4.35,0.89,2.52,0.38,2.54,0.35,517,27,33,502,4.9,20,1.1,6.3,36.8
55.01,1.23,17.81,7.04,0.12,5.14,8,3.86,1.38,0.41,30.2,54.7,6.31,26.1,5.1,1.41,4.85,0.77,4.43,0.89,2.42,0.4,2.43,0.37,503,27.3,26,410,4.7,17.4,1,4.7,36.8
55.82,1,17.74,6.46,0.1,5.38,8.47,3.68,1.04,0.31,23.3,41.9,4.69,19.6,3.9,1.12,3.71,0.59,3.24,0.62,1.88,0.28,1.78,0.25,452,20.4,21,290,3.5,12.9,0.7,3.8,36.8
55.18,1.03,17.85,6.51,0.11,5.76,8.63,3.41,1.18,0.34,23.2,47.1,5.34,21.6,4.3,1.11,3.97,0.61,3.9,0.7,2.23,0.33,2.08,0.32,467,22,23,300,3.6,13.6,0.8,3.9,36.8
58.4,0.57,18.2,5.74,0.13,4.13,8.01,2.83,1.67,0.33,19.2,34.7,4.05,14.9,2.95,0.97,2.68,0.44,2.61,0.57,1.72,0.25,1.66,0.28,392,14.4,82.4,568,3,12.3,0.5,7.7,36.93
55.88,1.3,16.3,9.04,0.15,4.49,7.98,3.74,0.9,0.21,11.5,27.2,3.84,18,4.59,1.46,4.83,0.777,4.9,1.005,2.79,0.417,2.76,0.412,583,27.5,22.9,309,2.88,2.63,0.156,2.04,37.02
63.16,0.25,17.5,2.1,0.12,0.46,5.06,4.71,6.59,0.07,204,323,27.42,79.1,9.54,1.96,5.64,0.74,3.68,0.683,2.11,0.35,2.62,0.425,1164,23.5,211,822,13.01,72.8,3.45,138.2,37.03
64.59,0.3,17.92,2.15,0.06,0.58,3.63,5.28,5.4,0.1,142.7,240,22.13,69.5,8.98,2.32,5.18,0.64,3.07,0.5,1.47,0.22,1.59,0.256,2353,16.6,142,2113,9.1,44.4,2.38,77.5,37.03
61.16,0.42,19.54,3.09,0.08,0.76,3.52,5.31,5.98,0.15,234.4,413,41.22,137.6,18.17,4.73,9.87,1.19,5.5,0.85,2.44,0.35,2.42,0.366,4501,26.7,133,3401,10.94,63.5,4.57,87.1,37.03
61.39,0.48,17.63,3.98,0.11,1.24,4.15,5.4,5.35,0.29,252.1,423,40.38,134.4,18.69,4.55,10.6,1.22,5.5,0.864,2.36,0.33,2.28,0.355,3299,26.7,162,3072,9.24,45.7,2.8,94.8,37.03
62.63,0.45,17.22,3.73,0.1,1.21,3.7,5.46,5.24,0.27,202,341,32.1,110,15.3,3.78,8.1,1.02,4.78,0.782,2.11,0.31,2.07,0.333,3163,24.2,142,3157,7.96,41.3,2.63,70.7,37.03
64.65,0.35,17.04,2.44,0.06,1.24,2.32,5.94,5.73,0.23,131.3,221,22.61,76,9.86,2.29,5.22,0.69,3.48,0.528,1.52,0.23,1.61,0.29,2012,16.5,178,1469,8.88,42.5,2.47,80.6,37.03
62.31,0.47,17.29,4,0.1,1.29,3.68,5.43,5.15,0.27,245,398,36.6,123,17,4.14,9,1.12,5.11,0.814,2.24,0.32,2.19,0.33,3448,25.6,136,3495,7.91,42.5,2.79,75.2,37.03
61,0.53,17.47,4.1,0.11,1.51,4.2,5.26,5.51,0.3,206.6,363,35.59,121.3,16.93,4.62,9.85,1.17,5.47,0.846,2.33,0.33,2.31,0.354,4257,26.3,144,3262,9.02,51.5,3.11,69.6,37.03
62.98,0.5,17.09,3.47,0.08,1.56,3.69,5.17,5.22,0.25,169,283,27,90.1,12.4,3.1,6.61,0.82,3.95,0.65,1.8,0.265,1.86,0.295,2794,20.7,149,2407,8.66,42,2.61,68,37.03
62.05,0.51,17.21,3.57,0.09,1.58,3.95,5.43,5.33,0.28,165.9,348.3,31,102.5,14.4,3.39,7.67,1.01,4.46,0.7,2,0.32,2.07,0.34,3616,24,159,2489,11.3,47.3,2.6,79,37.03
61.9,0.48,17.05,3.47,0.09,1.61,3.98,5.53,5.6,0.29,152,350.4,30.7,109.3,13.2,3.14,7.52,0.94,4.2,0.67,2.03,0.31,2.08,0.32,3814,23.2,155,2592,12.5,47.2,2.5,77,37.03
62.87,0.53,17.5,3.01,0.09,1.66,3.98,5.33,4.72,0.31,159.9,291.3,29.5,102.6,14.12,3.94,8.65,1.06,4.9,0.71,2.09,0.3,2.05,0.29,3590,22.8,162,2344,10.1,45.4,2.73,75,37.03
61.95,0.51,16.98,3.76,0.09,1.67,4.29,5.32,5.12,0.29,167.4,304.8,28.8,96.6,13.27,3.44,7.86,0.93,4.29,0.7,1.93,0.278,1.91,0.297,3213,21.6,150,2417,9.17,43,2.6,71,37.03
59.73,0.58,17.63,4.4,0.11,1.77,4.72,5.28,5.41,0.35,212.1,375,37.31,128.4,17.94,4.97,10.28,1.23,5.63,0.863,2.38,0.33,2.27,0.355,4746,27,136,3585,8.67,52.1,3.1,65.3,37.03
63.89,0.38,16.62,2.76,0.06,1.74,3.2,5.24,5.88,0.23,126.8,274.9,24.6,84.8,10.2,2.81,5.75,0.75,3.35,0.53,1.38,0.25,1.65,0.22,3471,17.2,147,2277,9.6,37.8,2.1,63,37.03
59.73,0.58,17.23,4.6,0.11,1.83,4.88,5.28,5.33,0.42,227,394,37.7,132,18.2,4.79,9.83,1.2,5.56,0.878,2.39,0.34,2.27,0.351,3960,27.6,130,3637,8.7,51.1,3.01,62.6,37.03
63.88,0.38,16.64,2.79,0.18,1.86,3.06,5.17,5.86,0.18,121.5,265.4,23.7,83.3,9.7,2.53,5.29,0.7,3.2,0.51,1.32,0.22,1.55,0.25,3302,17,144,2154,9.1,39.5,2.1,61,37.03
64.32,0.42,16.55,2.87,0.06,1.91,3.17,5,5.45,0.23,132,250,23.9,78.6,10.6,2.63,5.48,0.68,3.26,0.52,1.47,0.218,1.52,0.246,2379,16.7,138,1823,8.32,36.5,2.31,59,37.03
58.95,0.63,17.44,5.14,0.12,2.18,6.18,4.1,4.7,0.57,300.7,537,53.53,183.6,24.96,6.55,13.61,1.6,6.92,1.019,2.69,0.35,2.29,0.353,5363,30.4,107,3268,10.4,56.7,3.53,77.9,37.03
59.94,0.59,17.36,3.97,0.09,2.22,4.88,5.4,5.2,0.34,169,285,27.2,92.4,12.8,3.19,6.98,0.88,4.18,0.676,1.86,0.26,1.77,0.281,2439,21,120,2362,7.51,41.6,2.5,56.7,37.03
58.03,0.57,17.68,4.84,0.11,2.27,5.78,4.86,5.35,0.51,250.7,445,44.54,155.5,21.71,5.67,12.35,1.41,6.42,0.952,2.58,0.36,2.32,0.359,4780,29.2,116,2920,9.85,44.6,2.85,67.6,37.03
57.19,1.2,15.2,6.15,0.11,5.77,5.96,4.05,3.75,0.61,36,72,8.9,34,6.1,1.7,4.6,0.6,3,0.5,1.4,0.2,1.2,0.2,1881,16,49,2158,6.9,11,0.5,3.7,37.17
57.19,1.2,15.2,6.15,0.11,5.77,5.96,4.05,3.75,0.61,36,72,8.9,34,6.1,1.7,4.6,0.6,3,0.5,1.4,0.2,1.2,0.2,1881,16,49,2158,6.9,11,0.5,3.7,37.17
57.86,1.19,15.6,6.08,0.11,5.63,5.72,4.21,3.19,0.42,41,73,9.4,36,6,1.6,4.9,0.6,3,0.6,1.5,0.2,1.2,0.2,1754,18,45,1770,5.7,10,0.4,3.2,37.26
57.86,1.19,15.6,6.08,0.11,5.63,5.72,4.21,3.19,0.42,41,73,9.4,36,6,1.6,4.9,0.6,3,0.6,1.5,0.2,1.2,0.2,1754,18,45,1770,5.7,10,0.4,3.2,37.26
63.09,0.55,16.6,5.19,0.12,3.19,6.27,3.88,0.98,0.13,8.82,19.43,2.71,11.58,3.01,0.89,3.06,0.5,3.16,0.67,1.96,0.32,2.09,0.35,306,19.9,15.22,372,2.72,2.62,0.19,1.656,37.81
